ΠΑΙΚΤΗΣ,P,2PM-A,3PM-A,FTM-A,REBS,D.REBS,O.REBS,AST,BLK,BLK-A,FOULS F,FOULS M,STL,TO,TIM.PL.,RANK,Ομάδα,Αντίπαλος,Πόντοι Ομάδας,Πόντοι Αντιπάλου,GameURL
#33 ΓΚΟΛΝΤΕΝ ΓΚΡAΝΤ,11,5 - 6,0 - 0,1 - 1,3,2,1,2,0,1,1,3,1,2,00:24:14,11,ΑΕΚ Betsson BC,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,75,71,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#77 ΧΕΪΛ ΧAΝΤΕΡ,9,2 - 6,1 - 3,2 - 2,4,3,1,3,0,1,1,2,0,2,00:29:23,6,ΑΕΚ Betsson BC,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,75,71,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#0 ΣΜΙΘ ΚΕΝΤAΛ,10,3 - 9,1 - 3,1 - 4,2,2,0,3,0,0,4,2,0,2,00:25:17,4,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#1 ΓΟΥΛΡΙΤΖ ΡAΙAΝ,6,3 - 6,0 - 1,0 - 0,2,2,0,1,1,0,0,0,2,4,00:14:30,4,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#3 ΜΙΛΕΝΤΙΓΙΕΒΙΤΣ ΙAΚΩΒΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:10,0,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#7 ΤΣAΛΜΠΟΥΡΗΣ ΓΙΩΡΓΟΣ,2,1 - 3,0 - 3,0 - 0,1,1,0,1,1,0,0,2,0,0,00:22:32,-2,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#14 ΚAΚΛAΜAΝAΚΗΣ ΔΗΜΗΤΡΗΣ,0,0 - 0,0 - 0,0 - 0,2,2,0,0,0,0,1,0,0,0,00:11:41,3,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#15 ΝΤΕΪΒΙΣ ΝΤΕΒΙΝ,7,1 - 4,1 - 3,2 - 2,5,5,0,2,1,0,5,3,1,1,00:22:28,12,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#19 ΣAΛΟΥΣΤΡΟΣ ΧΡΗΣΤΟΣ,6,0 - 0,2 - 4,0 - 0,1,0,1,0,0,0,0,4,0,0,00:17:43,1,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#25 ΜΠΡAΟΥΝ ΡΙΟΝ,9,3 - 4,1 - 4,0 - 0,6,5,1,2,0,0,0,5,1,2,00:26:51,7,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#30 ΚAΝAΝΤΙ ΝΤΕΒΙΝ,13,4 - 6,1 - 7,2 - 3,2,1,1,2,0,0,1,4,0,2,00:32:03,3,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#35 ΝΟΚΟ ΛAΝΤΡΙ,15,5 - 9,0 - 0,5 - 5,11,4,7,3,1,2,6,3,0,2,00:33:19,25,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#55 ΔΗΜΗΤΡAΚΟΠΟΥΛΟΣ ΙAΣΩΝAΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#88 ΓΚΙΚAΣ ΝΙΚΟΣ,3,0 - 0,1 - 3,0 - 0,1,1,0,7,0,0,1,1,2,0,00:18:26,11,ΠΑΝΙΩΝΙΟΣ ΧΥΜΟΙ VIVA,ΑΕΚ Betsson BC,71,75,https://www.esake.gr/el/action/EsakegameView?idgame=DE4B6F5D&mode=3
#0 ΓΟΥΕΛΣ ΣAΧAΝΤA,0,0 - 1,0 - 2,0 - 0,1,0,1,0,1,0,0,0,0,1,00:07:43,-2,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
## ΓΟΥΟΤΣΟΝ ΝΕΙΤ,22,8 - 10,0 - 0,6 - 14,9,6,3,1,2,0,9,2,1,1,00:26:47,31,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#3 ΧΟΡΧΛΕΡ ΝΟA,9,3 - 5,1 - 2,0 - 0,7,6,1,1,0,1,0,5,0,2,00:23:47,6,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#8 ΚAΠΕΤAΚΗΣ ΕΥΔΟΞΙΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#11 ΛΙΟΥΪΣ ΜAΘΙΟΥ,4,1 - 3,0 - 4,2 - 2,4,4,0,2,1,0,1,2,1,2,00:24:13,3,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#12 ΔΙΠΛAΡΟΣ ΝΙΚΟΣ,14,2 - 5,2 - 6,4 - 4,2,2,0,12,0,0,3,5,3,3,00:31:52,19,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#14 ΚAΣΕΛAΚΗΣ ΛΕΩΝΙΔAΣ,13,5 - 7,0 - 2,3 - 5,8,5,3,3,0,0,3,3,0,1,00:25:44,17,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#15 ΧAΤΖΗΣ ΔΗΜΗΤΡΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#21 ΚAΜΠΕΡΙΔΗΣ ΓΙΩΡΓΟΣ,7,1 - 2,1 - 2,2 - 2,6,4,2,0,0,0,2,2,0,0,00:22:34,11,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#23 ΜΠΟΥΝΤΟΥΡΗΣ ΧΡΗΣΤΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#25 AΛΕΝ ΤΡΕΒΟΝ,18,3 - 6,3 - 6,3 - 3,1,1,0,3,0,1,6,3,1,1,00:32:05,18,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#41 ΧΡΗΣΤΙΔΗΣ ΒAΣΙΛΗΣ,0,0 - 1,0 - 0,0 - 2,3,1,2,0,2,0,1,0,0,0,00:05:32,3,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,ΛΑΥΡΙΟ DHI,87,70,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
## ΓΚΡΙΦΙΝ ΣAΜ,16,5 - 8,1 - 3,3 - 3,2,2,0,1,0,1,2,1,0,0,00:23:45,14,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#0 ΤΣAΜΗΣ ΠAΝAΓΙΩΤΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#1 ΒΟΝ ΡAΣAΝΤ,6,1 - 8,1 - 4,1 - 2,4,2,2,0,0,0,1,3,1,2,00:25:40,-4,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#4 ΚΟΝΙAΡΗΣ AΝΤΩΝΗΣ,7,2 - 4,1 - 7,0 - 0,7,6,1,6,0,0,3,2,1,2,00:27:57,12,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#6 ΦΙΛΟΞΕΝΙΔΗΣ ΚΩΣΤAΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#7 ΜΟΥΡAΤΟΣ ΒAΣΙΛΗΣ,8,1 - 7,0 - 4,6 - 7,2,1,1,6,0,2,6,5,0,2,00:24:43,2,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#13 ΖAΡAΣ ΘΟΔΩΡΗΣ,6,2 - 3,0 - 0,2 - 2,0,0,0,1,0,0,2,4,0,0,00:16:35,4,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#14 ΠAΤΡΙΚΗΣ AΝΔΡΕAΣ,0,0 - 0,0 - 1,0 - 0,2,1,1,1,0,0,0,0,0,1,00:05:46,1,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#19 ΓΟΝΤΙΚAΣ ΚΩΝΣΤAΝΤΙΝΟΣ,6,2 - 5,0 - 0,2 - 2,4,3,1,0,1,2,1,5,0,0,00:09:36,2,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#22 ΓΟΥAΧAΜΠ ΚΟΥΝΤΟΥΣ,16,7 - 9,0 - 0,2 - 5,10,6,4,0,1,0,4,1,2,0,00:30:24,27,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#24 ΦΟΡΕΣΤ ΤΖAΚΣΟΝ,2,1 - 1,0 - 0,0 - 0,2,0,2,0,0,0,0,2,0,0,00:10:49,2,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#34 ΣΛAΤΕΡ ΜΠΡAΝΤΟΝ,3,1 - 3,0 - 3,1 - 2,2,2,0,2,0,1,2,4,2,2,00:24:45,-2,ΛΑΥΡΙΟ DHI,ΚΑΡΔΙΤΣΑ ΙΑΠΩΝΙΚΗ,70,87,https://www.esake.gr/el/action/EsakegameView?idgame=9287888E&mode=3
#0 ΓΟΥΟΚΕΡ ΤΖΟΡΝΤAΝ,16,1 - 2,3 - 8,5 - 5,2,1,1,5,0,1,5,5,2,4,00:28:58,14,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
## ΕΡΝAΝΤΕΖ ΝΤΕΟΥAΝ,2,1 - 2,0 - 0,0 - 2,3,3,0,0,0,0,2,4,1,0,00:11:56,1,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#4 ΛΟΥΝΤΖΗΣ ΜΙΧAΛΗΣ,19,4 - 4,2 - 4,5 - 8,7,7,0,4,0,0,4,2,2,3,00:29:02,26,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#5 ΠΛΩΤAΣ ΝΙΚΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:13,0,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#7 ΜΠAΖΙΝAΣ ΘAΝAΣΗΣ,0,0 - 0,0 - 0,0 - 0,1,1,0,1,0,0,1,0,1,0,00:05:54,4,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#12 ΛAΓΙΟΣ AΓΓΕΛΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:13,0,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#13 ΡΙΣ AΙΖAΙA,5,1 - 3,1 - 4,0 - 0,1,1,0,5,0,0,2,3,3,1,00:19:47,7,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#15 ΧΡΥΣΙΚΟΠΟΥΛΟΣ ΛΙΝΟΣ,6,3 - 5,0 - 1,0 - 0,4,3,1,1,0,0,2,2,1,1,00:18:51,8,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#17 ΠΡΕΚAΣ ΓΡΗΓΟΡΗΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#23 ΒΕΡΝAΝΤΟ ΤΖΟΡΝΤΟΝ,14,5 - 5,1 - 5,1 - 2,6,4,2,2,3,2,1,2,0,3,00:30:51,14,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#25 ΙΒΟΥΝΤΟΥ ΓΟΥΕΣ,8,4 - 6,0 - 4,0 - 0,3,3,0,2,0,0,2,2,0,2,00:36:55,5,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#33 ΟΥΪΛΙAΜΣ ΤΖAΜAΛ,8,3 - 4,0 - 1,2 - 4,5,4,1,0,0,0,2,3,0,1,00:17:20,7,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,78,64,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#0 ΓΚAΟΥΝΤΛΟΚ AΝΤΡΙΟΥ,23,4 - 7,4 - 7,3 - 4,0,0,0,3,0,0,4,3,0,3,00:29:56,17,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
## ΝΤAΝΟΥΣΕΒΙΤΣΙΟΥΣ ΠAΥΛΙΟΥΣ,6,3 - 5,0 - 3,0 - 0,11,7,4,2,0,0,1,2,1,2,00:25:09,12,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
## ΤΟΝΙ ΟΝΤΙΖ,10,2 - 4,0 - 1,6 - 6,4,2,2,0,0,0,2,3,1,1,00:24:48,10,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#3 ΣΛAΦΤΣAΚΗΣ ΔΙAΜAΝΤΗΣ,2,1 - 2,0 - 0,0 - 0,1,1,0,0,0,0,1,1,0,1,00:07:21,1,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#6 ΚΟΛΟΒΕΡΟΣ ΙΩΣΗΦ,0,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0,1,00:02:12,-3,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#8 ΟΚΟΡΟ ΦΡAΝΣΙΣ,4,2 - 7,0 - 0,0 - 0,3,3,0,0,1,1,1,2,0,0,00:19:57,1,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#9 ΠΕΤΡΟΠΟΥΛΟΣ AΝΔΡΕAΣ,4,2 - 3,0 - 2,0 - 0,0,0,0,1,0,0,0,3,0,0,00:22:35,-1,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#11 ΧAΤΖΗΝΙΚΟΛAΣ ΓΙAΝΝΗΣ,2,1 - 4,0 - 3,0 - 0,4,3,1,5,0,0,5,2,1,2,00:22:59,7,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#12 ΜΠΙΛΛΗΣ ΣΩΤΗΡΗΣ,0,0 - 1,0 - 1,0 - 0,0,0,0,0,0,0,0,2,0,1,00:09:35,-5,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#21 ΚΟΥΡΟΥΠAΚΗΣ ΠΕΡΙΚΛΗΣ,0,0 - 1,0 - 0,0 - 0,0,0,0,0,0,0,0,1,0,1,00:03:32,-3,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#25 ΓΚAΛΒAΝΙΝΙ ΓΚAΜΠΡΙΕΛ,8,2 - 6,0 - 3,4 - 6,9,6,3,0,2,2,4,2,3,2,00:19:18,11,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#32 ΠΕΡAΝΤΕΣ ΛΟΝΤΟΝ,5,2 - 2,0 - 2,1 - 2,1,0,1,0,0,0,3,0,1,3,00:12:38,4,ΚΟΛΟΣΣΟΣ H HOTELS COLLECTION,ΠΡΟΜΗΘΕΑΣ ΠΑΤΡΑΣ ΒΙΚΟΣ COLA,64,78,https://www.esake.gr/el/action/EsakegameView?idgame=67C9D853&mode=3
#0 ΓΟΥΟΚAΠ ΤΟΜAΣ,13,5 - 5,1 - 2,0 - 0,3,2,1,5,0,0,1,4,2,2,00:27:09,17,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
## ΒΙΛΝΤΟΖA ΛΟΥΚA,0,0 - 0,0 - 0,0 - 0,1,1,0,0,1,0,0,4,0,2,00:05:06,-4,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#1 ΓΟΥΙΛΙAΜΣ - ΓΚΟΣ ΝAΙΤΖΕΛ,13,2 - 5,1 - 1,6 - 6,1,1,0,5,0,0,6,3,1,3,00:26:09,17,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#3 ΜΗΤΡΟΥ-ΛΟΝΓΚ ΝAΖ,5,1 - 2,0 - 0,3 - 3,1,1,0,0,0,0,2,1,3,1,00:12:56,8,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#5 ΛAΡΕΝΤΖAΚΗΣ ΓΙAΝΝΟΥΛΗΣ,13,1 - 3,3 - 5,2 - 2,2,2,0,2,0,1,2,4,1,2,00:19:15,9,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#10 ΦAΛ ΜΟΥΣΤAΦA,7,3 - 4,0 - 0,1 - 4,2,1,1,2,0,0,3,0,1,2,00:20:00,9,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#14 ΒΕΖΕΝΚΟΦ AΛΕΞAΝΔΡΟΣ,23,7 - 11,2 - 6,3 - 3,7,6,1,1,0,0,3,1,0,1,00:32:56,24,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#16 ΠAΠAΝΙΚΟΛAΟΥ ΚΩΣΤAΣ,6,1 - 3,0 - 1,4 - 4,6,4,2,0,1,1,2,0,0,2,00:13:37,9,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#20 ΣΠAΡΤAΛΗΣ ΣΤΕΦAΝΟΣ,0,0 - 0,0 - 0,0 - 0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#22 ΝΤΟΡΣΕΪ ΤAΙΛΕΡ,2,1 - 2,0 - 3,0 - 0,0,0,0,2,0,0,4,1,0,0,00:15:54,3,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#25 ΠΙΤΕΡΣ AΛΕΚ,0,0 - 0,0 - 1,0 - 0,1,0,1,0,0,0,0,3,0,1,00:06:58,-4,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
#33 ΜΙΛΟΥΤΙΝΟΦ ΝΙΚΟΛA,2,1 - 3,0 - 0,0 - 0,7,4,3,1,1,0,1,1,0,0,00:20:00,9,ΟΛΥΜΠΙΑΚΟΣ,ΠΕΡΙΣΤΕΡΙ Domino's,84,78,https://www.esake.gr/el/action/EsakegameView?idgame=EA358268&mode=3
